accx,accy,accz,gyrx,gyry,gyrz
-3.7134068,-7.410054,2.9831753,-0.625526,0.39950588,1.7592919
-3.8067808,-7.117962,3.1890767,-1.1252137,0.376293,1.7446312
-3.9145198,-6.9024835,3.5984852,-1.1667526,0.33841935,1.6652187
-4.4101195,-7.1466923,3.667917,-1.1117748,0.4007276,1.6542231
-4.7620673,-7.417237,3.7541082,-0.9944886,0.5375614,1.5992452
-4.7620673,-7.275979,3.5098996,-0.7244862,0.7733554,1.3206906
-4.8578353,-7.36217,3.3327289,-0.9944886,0.79412484,1.1410962
-4.9344497,-7.589619,3.2728736,-1.17897,0.68416905,0.675617
-4.88896,-7.457938,3.5936968,-1.1068878,0.7684685,0.6059783
-4.807557,-6.787562,4.2281604,-0.88453287,0.55955255,0.36651915
-4.876989,-6.3901243,4.4723687,-0.65240407,0.44715336,-0.02321288
-4.7884035,-6.2752028,4.3622355,-0.6462954,0.25045475,-0.5876524
-4.747702,-6.2752028,4.158728,-0.35308012,0.056199603,-0.98471475
-4.6782703,-6.179435,3.8355112,0.22602014,0.17348573,-0.72082096
-4.5801077,-6.2632318,3.359065,0.18936823,0.24556783,-0.23579398
-4.5920787,-6.1938,3.2249897,-0.6084218,-0.10873401,-0.38240165
-4.7907977,-6.349423,3.3806129,-1.7421877,-0.5656612,-1.0983357
-4.936844,-6.4906807,3.632004,-2.162463,-0.86132,-1.5467108
-4.915296,-6.3326635,3.7134068,-1.8362609,-0.75502944,-1.563815
